cycle,timestamp,service,p95_ms,throughput_rps,cpu_cores
45,2026-05-27T14:34:50.135351,cartservice,9.0,0.3111,0.0
45,2026-05-27T14:34:50.135351,recommendationservice,nan,0.0,0.0
46,2026-05-27T14:35:20.431345,frontend,4789.84,3.2446,0.0
46,2026-05-27T14:35:20.431345,productcatalogservice,4694.08,2.0445,0.0
46,2026-05-27T14:35:20.431345,checkoutservice,4750.0,0.1778,0.0
46,2026-05-27T14:35:20.431345,cartservice,4.8,0.3778,0.0
46,2026-05-27T14:35:20.431345,recommendationservice,nan,0.0,0.0
47,2026-05-27T14:35:50.762811,frontend,4760.54,3.6447,0.0
47,2026-05-27T14:35:50.762811,productcatalogservice,4654.42,2.1112,0.0
47,2026-05-27T14:35:50.762811,checkoutservice,4781.25,0.1333,0.0
47,2026-05-27T14:35:50.762811,cartservice,4.8,0.3334,0.0
47,2026-05-27T14:35:50.762811,recommendationservice,nan,0.0,0.0
48,2026-05-27T14:36:20.828101,frontend,4312.5,4.5559,0.0
48,2026-05-27T14:36:20.828101,productcatalogservice,2839.29,2.7557,0.0
48,2026-05-27T14:36:20.828101,checkoutservice,97.5,0.0444,0.0
48,2026-05-27T14:36:20.828101,cartservice,4.8,0.4223,0.0
48,2026-05-27T14:36:20.828101,recommendationservice,nan,0.0,0.0
49,2026-05-27T14:36:50.914933,frontend,92.23,4.3559,0.0
49,2026-05-27T14:36:50.914933,productcatalogservice,4.66,2.5113,0.0
49,2026-05-27T14:36:50.914933,checkoutservice,97.5,0.0889,0.0
49,2026-05-27T14:36:50.914933,cartservice,5.5,0.3556,0.0
49,2026-05-27T14:36:50.914933,recommendationservice,nan,0.0,0.0
50,2026-05-27T14:37:20.986788,frontend,92.76,4.5114,0.0
50,2026-05-27T14:37:20.986788,productcatalogservice,4.68,3.0002,0.0
50,2026-05-27T14:37:20.986788,checkoutservice,92.5,0.1333,0.0
50,2026-05-27T14:37:20.986788,cartservice,4.95,0.5778,0.0
50,2026-05-27T14:37:20.986788,recommendationservice,nan,0.0,0.0
51,2026-05-27T14:37:51.117772,frontend,92.7,5.2225,0.0
51,2026-05-27T14:37:51.117772,productcatalogservice,4.66,3.6446,0.0
51,2026-05-27T14:37:51.117772,checkoutservice,94.17,0.3111,0.0
51,2026-05-27T14:37:51.117772,cartservice,4.8,0.8889,0.0
51,2026-05-27T14:37:51.117772,recommendationservice,nan,0.0,0.0
52,2026-05-27T14:38:21.170273,frontend,92.47,5.0238,0.0
52,2026-05-27T14:38:21.170273,productcatalogservice,4.66,2.8231,0.0
52,2026-05-27T14:38:21.170273,checkoutservice,95.83,0.2223,0.0
52,2026-05-27T14:38:21.170273,cartservice,4.8,0.7113,0.0
52,2026-05-27T14:38:21.170273,recommendationservice,nan,0.0,0.0
53,2026-05-27T14:38:51.216513,frontend,92.31,5.6004,0.0
53,2026-05-27T14:38:51.216513,productcatalogservice,4.67,3.2002,0.0
53,2026-05-27T14:38:51.216513,checkoutservice,95.83,0.2222,0.0
53,2026-05-27T14:38:51.216513,cartservice,4.8,0.8445,0.0
53,2026-05-27T14:38:51.216513,recommendationservice,nan,0.0,0.0
54,2026-05-27T14:39:21.286467,frontend,93.41,5.799,0.0
54,2026-05-27T14:39:21.286467,productcatalogservice,4.67,3.3772,0.0
54,2026-05-27T14:39:21.286467,checkoutservice,95.94,0.2666,0.0
54,2026-05-27T14:39:21.286467,cartservice,4.8,1.0221,0.0
54,2026-05-27T14:39:21.286467,recommendationservice,nan,0.0,0.0
55,2026-05-27T14:39:51.570861,frontend,92.17,5.8893,0.0
55,2026-05-27T14:39:51.570861,productcatalogservice,4.65,3.3781,0.0
55,2026-05-27T14:39:51.570861,checkoutservice,96.73,0.4,0.0
55,2026-05-27T14:39:51.570861,cartservice,4.8,1.1557,0.0
55,2026-05-27T14:39:51.570861,recommendationservice,nan,0.0,0.0
56,2026-05-27T14:40:21.696453,frontend,92.31,5.2673,0.0
56,2026-05-27T14:40:21.696453,productcatalogservice,4.67,3.0893,0.0
56,2026-05-27T14:40:21.696453,checkoutservice,96.88,0.2222,0.0
56,2026-05-27T14:40:21.696453,cartservice,4.91,0.8223,0.0
56,2026-05-27T14:40:21.696453,recommendationservice,nan,0.0,0.0
57,2026-05-27T14:40:51.822994,frontend,93.24,5.4005,0.0
57,2026-05-27T14:40:51.822994,productcatalogservice,4.71,3.1336,0.0
57,2026-05-27T14:40:51.822994,checkoutservice,95.0,0.1778,0.0
57,2026-05-27T14:40:51.822994,cartservice,4.8,0.7556,0.0
57,2026-05-27T14:40:51.822994,recommendationservice,nan,0.0,0.0
58,2026-05-27T14:41:21.978900,frontend,93.06,5.1115,0.0
58,2026-05-27T14:41:21.978900,productcatalogservice,4.7,2.978,0.0
58,2026-05-27T14:41:21.978900,checkoutservice,95.0,0.0889,0.0
58,2026-05-27T14:41:21.978900,cartservice,4.8,0.5778,0.0
58,2026-05-27T14:41:21.978900,recommendationservice,nan,0.0,0.0
59,2026-05-27T14:41:52.044492,frontend,93.71,4.9116,0.0
59,2026-05-27T14:41:52.044492,productcatalogservice,4.75,2.7336,0.0
59,2026-05-27T14:41:52.044492,checkoutservice,96.67,0.1778,0.0
59,2026-05-27T14:41:52.044492,cartservice,4.78,0.6445,0.0
59,2026-05-27T14:41:52.044492,recommendationservice,nan,0.0,0.0
60,2026-05-27T14:42:22.107155,frontend,93.14,5.0893,0.0
60,2026-05-27T14:42:22.107155,productcatalogservice,4.77,3.1336,0.0
60,2026-05-27T14:42:22.107155,checkoutservice,95.0,0.1778,0.0
60,2026-05-27T14:42:22.107155,cartservice,4.78,0.5778,0.0
60,2026-05-27T14:42:22.107155,recommendationservice,nan,0.0,0.0
61,2026-05-27T14:42:22.281809,frontend,93.14,5.0893,0.0
61,2026-05-27T14:42:22.281809,productcatalogservice,4.77,3.1336,0.0
61,2026-05-27T14:42:22.281809,checkoutservice,95.0,0.1778,0.0
61,2026-05-27T14:42:22.281809,cartservice,4.78,0.5778,0.0
61,2026-05-27T14:42:22.281809,recommendationservice,nan,0.0,0.0
62,2026-05-27T14:42:52.332647,frontend,92.16,4.5782,0.0
62,2026-05-27T14:42:52.332647,productcatalogservice,4.68,3.2004,0.0
62,2026-05-27T14:42:52.332647,checkoutservice,90.0,0.1778,0.0
62,2026-05-27T14:42:52.332647,cartservice,4.8,0.5778,0.0
62,2026-05-27T14:42:52.332647,recommendationservice,nan,0.0,0.0
63,2026-05-27T14:43:22.408907,frontend,93.98,5.3117,0.0
63,2026-05-27T14:43:22.408907,productcatalogservice,4.65,3.2225,0.0
63,2026-05-27T14:43:22.408907,checkoutservice,95.0,0.1778,0.0
63,2026-05-27T14:43:22.408907,cartservice,5.5,0.7779,0.0
63,2026-05-27T14:43:22.408907,recommendationservice,nan,0.0,0.0
64,2026-05-27T14:43:52.542131,frontend,93.56,5.5781,0.0
64,2026-05-27T14:43:52.542131,productcatalogservice,4.69,3.3114,0.0
64,2026-05-27T14:43:52.542131,checkoutservice,96.67,0.1778,0.0
64,2026-05-27T14:43:52.542131,cartservice,6.5,0.9334,0.0
64,2026-05-27T14:43:52.542131,recommendationservice,nan,0.0,0.0
65,2026-05-27T14:44:22.626445,frontend,92.5,4.4227,0.0
65,2026-05-27T14:44:22.626445,productcatalogservice,4.66,2.9114,0.0
65,2026-05-27T14:44:22.626445,checkoutservice,90.0,0.1778,0.0
65,2026-05-27T14:44:22.626445,cartservice,4.8,0.4889,0.0
65,2026-05-27T14:44:22.626445,recommendationservice,nan,0.0,0.0
66,2026-05-27T14:44:52.848650,frontend,93.54,4.9793,0.0
66,2026-05-27T14:44:52.848650,productcatalogservice,4.63,3.112,0.0
66,2026-05-27T14:44:52.848650,checkoutservice,81.25,0.3112,0.0
66,2026-05-27T14:44:52.848650,cartservice,4.8,0.778,0.0
66,2026-05-27T14:44:52.848650,recommendationservice,nan,0.0,0.0
67,2026-05-27T14:45:22.903493,frontend,93.54,5.3566,0.0
67,2026-05-27T14:45:22.903493,productcatalogservice,4.66,3.4451,0.0
67,2026-05-27T14:45:22.903493,checkoutservice,92.5,0.2445,0.0
67,2026-05-27T14:45:22.903493,cartservice,4.8,0.8668,0.0
67,2026-05-27T14:45:22.903493,recommendationservice,nan,0.0,0.0
68,2026-05-27T14:45:52.958693,frontend,94.1,5.0884,0.0
68,2026-05-27T14:45:52.958693,productcatalogservice,4.77,3.4441,0.0
68,2026-05-27T14:45:52.958693,checkoutservice,87.5,0.2222,0.0
68,2026-05-27T14:45:52.958693,cartservice,4.8,0.9332,0.0
68,2026-05-27T14:45:52.958693,recommendationservice,nan,0.0,0.0
69,2026-05-27T14:46:23.112261,frontend,94.07,6.3111,0.0
69,2026-05-27T14:46:23.112261,productcatalogservice,4.75,4.3778,0.0
69,2026-05-27T14:46:23.112261,checkoutservice,96.0,0.3556,0.0
69,2026-05-27T14:46:23.112261,cartservice,4.8,1.3778,0.0
69,2026-05-27T14:46:23.112261,recommendationservice,nan,0.0,0.0
70,2026-05-27T14:46:53.284382,frontend,92.65,5.4672,0.0
70,2026-05-27T14:46:53.284382,productcatalogservice,4.64,3.3337,0.0
70,2026-05-27T14:46:53.284382,checkoutservice,97.5,0.0889,0.0
70,2026-05-27T14:46:53.284382,cartservice,4.8,0.6667,0.0
70,2026-05-27T14:46:53.284382,recommendationservice,nan,0.0,0.0
